"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"14693",80356,"Thievery Corporation","Le Monde",43,0.351,0.651,191000,0.367,0.0578,"A#",0.171,-12.948,"Minor",0.0512,"136.026","4-Apr",0.462,"Jazz"
"14696",34786,"Mujo","Hearthstrings",44,0.585,0.786,-1,0.151,0.849,"G",0.136,-13.828,"Minor",0.177,"81.185","4-Apr",0.33,"Jazz"
"14717",73916,"Jimmy McGriff","The Worm",34,0.366,0.764,200733,0.695,0.823,"F",0.0503,-8.451,"Minor",0.0367,"124.189","4-Apr",0.961,"Jazz"
"14743",67548,"Jaco Pastorius","Chicken",46,0.658,0.604,351599,0.574,0.851,"F",0.0994,-13.938,"Minor",0.0381,"?","4-Apr",0.755,"Jazz"
"14747",40727,"Makaya McCraven","Butterscotch",45,0.684,0.47,-1,0.482,0.835,"B",0.0918,-9.366,"Major",0.0311,"100.39","4-Apr",0.187,"Jazz"
"14751",20928,"Julian Vaughn","18th & Vine",27,0.4,0.551,284806,0.73,0.188,"G",0.126,-6.921,"Minor",0.0394,"77.94800000000001","4-Apr",0.459,"Jazz"
"14754",69917,"Vince Guaraldi Trio","The Christmas Song",44,0.993,0.415,196933,0.154,0.932,"A#",0.103,-16.553,"Major",0.0381,"60.266000000000005","4-Apr",0.187,"Jazz"
"14757",79604,"The Dynamics","Move on Up",50,0.154,0.836,359213,0.709,0.392,"B",0.0894,-9.135,"Minor",0.0352,"145.952","4-Apr",0.969,"Jazz"
"14765",82414,"Chuck Loeb","Shine On",29,0.638,0.656,333907,0.402,0.209,"G#",0.109,-11.145,"Major",0.0278,"81.961","4-Apr",0.39,"Jazz"
"14792",45102,"Nina Simone","Black Is The Color Of My True Love's Hair - Live In New York/1964",45,0.985,0.285,204440,0.0615,0.0128,"A",0.0905,-21.492,"Minor",0.0441,"131.594","1-Apr",0.0925,"Jazz"
"14794",56945,"Dave Brubeck","You Go to My Head",32,0.942,0.666,576693,0.151,0.605,"A#",0.717,-20.383,"Minor",0.0568,"116.34100000000001","4-Apr",0.388,"Jazz"
"14803",22222,"Helen Merrill","Quand Tu Dors Pres De Moi",43,0.947,0.459,266173,0.203,0.00832,"G",0.116,-14.951,"Major",0.0404,"141.659","5-Apr",0.249,"Jazz"
"14809",86256,"Between The Buried And Me","The Proverbial Bellow",42,0.000129,0.184,798276,0.947,0.323,"E",0.329,-5.15,"Minor",0.111,"194.957","1-Apr",0.504,"Jazz"
"14832",76633,"Flitz&Suppe","HigherThanClouds",39,0.44,0.682,177143,0.3,0.83,"E",0.174,-12.642,"Major",0.0464,"84.052","4-Apr",0.198,"Jazz"
"14840",27290,"Marcus Miller","Que Sera Sera",45,0.0118,0.612,364427,0.507,0.00316,"E",0.112,-8.821,"Minor",0.0361,"137.987","3-Apr",0.313,"Jazz"
"14849",77104,"Vels Trio","Yellow Ochre - Pt. 1",39,0.138,0.433,-1,0.484,0.895,"G",0.0913,-12.961,"Major",0.0493,"114.9","4-Apr",0.562,"Jazz"
"14886",31803,"empty_field","Village Life",36,0.0581,0.687,279246,0.846,0.807,"E",0.169,-6.72,"Minor",0.0701,"109.056","4-Apr",0.434,"Jazz"
"14888",87601,"H ZETTRIO","Lovely",39,0.128,0.368,239999,0.795,0.811,"A",0.176,-9.116,"Major",0.0616,"179.99400000000003","4-Apr",0.212,"Jazz"
"14947",56465,"Miles Davis Quintet","Salt Peanuts",33,0.407,0.489,366973,0.828,0.00498,"E",0.124,-7.114,"Major",0.0759,"91.51100000000001","4-Apr",0.331,"Jazz"
"14951",56453,"Parov Stelar","Hit Me Like a Drum",48,0.551,0.905,211787,0.721,6.8e-06,"F",0.111,-5.508,"Minor",0.123,"125.001","4-Apr",0.829,"Jazz"
"14974",40868,"Biosphere","Chukhung",40,0.409,0.375,454493,0.165,0.906,"G",0.141,-27.08,"Major",0.0376,"84.084","4-Apr",0.0715,"Jazz"
"14999",37425,"Wynton Marsalis","Where or When",57,0.99,0.326,168667,0.0575,0.887,"E",0.281,-16.5,"Major",0.0393,"?","5-Apr",0.301,"Jazz"
"15006",34428,"Type O Negative","Love You to Death",48,0.359,0.423,428800,0.738,0.084,"F#",0.0801,-7.329,"Major",0.0319,"111.414","4-Apr",0.276,"Alternative"
"15016",64388,"Skillet","Rebirthing",54,0.00677,0.373,233293,0.939,0,"C#",0.137,-3.153,"Minor",0.0603,"176.02200000000002","4-Apr",0.429,"Alternative"
"15017",31659,"Rayana Jay","If You Won’t",45,0.139,0.581,190000,0.619,0.000793,"F#",0.0768,-8.122,"Minor",0.216,"?","5-Apr",0.573,"Alternative"
"15029",23728,"Siouxsie and the Banshees","Hong Kong Garden",52,0.000642,0.614,175907,0.721,0.0817,"C",0.167,-8.962,"Major",0.0322,"146.629","4-Apr",0.708,"Alternative"
"15045",65120,"Primus","Jerry Was A Race Car Driver",51,0.0124,0.563,191240,0.98,0.317,"C#",0.324,-2.834,"Minor",0.128,"122.976","4-Apr",0.619,"Alternative"
"15085",59666,"Anthem Lights","Best of 2011: Just the Way You Are / For the First Time / Someone Like You / Superbass / Grenade / Without You",52,0.741,0.418,-1,0.343,0,"E",0.113,-7.492,"Major",0.0339,"121.805","4-Apr",0.327,"Alternative"
"15090",71924,"Easy Life","Sunday",55,0.489,0.781,201507,0.587,0.00375,"C#",0.1,-8.057,"Minor",0.187,"86.963","4-Apr",0.843,"Alternative"
"15103",35025,"Maldita Vecindad Y Los Hijos Del 5to. Patio","Pachuco",57,0.112,0.649,194200,0.985,0.043,"G",0.214,-8.016,"Major",0.0413,"107.825","4-Apr",0.496,"Alternative"
"15108",42891,"Modest Mouse","Fire It Up",45,0.000225,0.632,274613,0.7,1.87e-05,"G",0.395,-5.732,"Major",0.0349,"172.02","4-Apr",0.686,"Alternative"
"15138",85463,"Stone Sour","30/30-150",48,4.03e-05,0.512,-1,0.919,0.000629,"E",0.0899,-4.581,"Major",0.0894,"163.035","4-Apr",0.602,"Alternative"
"15139",20692,"Casting Crowns","Praise You In This Storm",56,0.011,0.37,297640,0.653,1.05e-05,"F#",0.115,-6.819,"Major",0.0263,"164.15200000000002","4-Apr",0.346,"Alternative"
"15143",28844,"Rage Against The Machine","How I Could Just Kill a Man",56,0.00114,0.598,244693,0.939,9.26e-06,"G",0.288,-3.663,"Major",0.105,"95.884","4-Apr",0.63,"Alternative"
"15160",83211,"X Ambassadors","Unsteady - Justin Caruso Remix",49,0.0248,0.574,182320,0.701,3.12e-05,"B",0.313,-6.038,"Minor",0.0572,"145.069","4-Apr",0.25,"Alternative"
"15163",56777,"The Presidents Of The United States Of America","Some Postman",44,0.165,0.569,171133,0.715,0,"F#",0.0587,-4.083,"Major",0.062,"?","4-Apr",0.586,"Alternative"
"15165",61957,"empty_field","Baby, Baby",58,0.426,0.702,236973,0.901,0.00153,"C#",0.0368,-4.45,"Major",0.0264,"97.86200000000001","4-Apr",0.919,"Alternative"
"15180",24014,"Live","Waitress",10,0.0093099999999999,0.355,168933,0.762,0.0883,"C#",0.0828,-6.784,"Major",0.0413,"?","4-Apr",0.391,"Alternative"
"15186",55116,"Mudvayne","Determined",51,4.39e-05,0.4,159253,0.991,7.33e-06,"G#",0.28,-2.043,"Major",0.152,"129.52200000000002","4-Apr",0.452,"Alternative"
"15189",54753,"Chevelle","Piñata",38,1.85e-05,0.447,-1,0.842,0.0036,"F",0.0878,-4.958,"Major",0.035,"113.863","4-Apr",0.316,"Alternative"
"15191",87019,"empty_field","Collapsing (feat. Björn ""Speed"" Strid)",39,6.63e-05,0.342,218800,0.975,0.000281,"E",0.696,-4.448,"Major",0.141,"166.02200000000002","4-Apr",0.299,"Alternative"
"15208",33000,"Alice In Chains","Rotten Apple",52,0.214,0.311,418467,0.637,0.112,"D#",0.0619,-8.595,"Minor",0.0369,"?","4-Apr",0.423,"Alternative"
"15211",28845,"Alice In Chains","Red Giant",43,2.77e-05,0.47,325787,0.845,0.329,"F#",0.0678,-5.642,"Major",0.0286,"160.018","4-Apr",0.371,"Alternative"
"15215",70605,"Future Islands","Ancient Water",51,0.00716,0.704,235853,0.748,0.233,"A#",0.112,-9.55,"Major",0.0283,"129.981","4-Apr",0.689,"Alternative"
"15231",88576,"Smif-N-Wessun","Sound Bwoy Bureill",52,0.138,0.708,259453,0.305,3.08e-06,"A",0.139,-14.003,"Major",0.817,"174.15400000000002","4-Apr",0.691,"Alternative"
"15237",84451,"Motörhead","Sympathy For The Devil",50,0.00101,0.559,326800,0.92,0.818,"C#",0.0844,-8.706,"Major",0.101,"119.99600000000001","4-Apr",0.383,"Alternative"
"15239",62332,"Foo Fighters","I'll Stick Around",53,0.0025399999999999,0.306,232533,0.985,0.626,"C",0.13,-6.687,"Major",0.0822,"?","4-Apr",0.255,"Alternative"
"15252",55248,"Elaquent","Recuring Dream",46,0.525,0.548,173296,0.361,0.032,"F",0.114,-9.36,"Minor",0.194,"87.45700000000001","4-Apr",0.72,"Alternative"
"15255",86073,"MGMT","Of Moons, Birds & Monsters",48,0.0218,0.598,286720,0.899,0.0137,"C#",0.0814,-3.861,"Minor",0.0424,"124.061","4-Apr",0.403,"Alternative"
"15265",43032,"Miike Snow","Longshot (7 Nights)",46,0.0006929999999999,0.529,248333,0.649,0.000519,"A",0.347,-6.048,"Minor",0.0272,"78.99600000000001","4-Apr",0.363,"Alternative"
"15273",32713,"Superchick","Stand In The Rain",39,0.00389,0.379,-1,0.801,0,"C#",0.132,-4.727,"Minor",0.0449,"179.21400000000003","3-Apr",0.221,"Alternative"
"15281",52886,"empty_field","Weird Fishes/ Arpeggi",63,0.774,0.538,318187,0.61,0.749,"B",0.0909,-8.027,"Minor",0.0392,"152.999","4-Apr",0.199,"Alternative"
"15300",36368,"Big K.R.I.T.","Family Matters",53,0.24,0.656,195790,0.636,0,"C#",0.0861,-5.903,"Major",0.254,"95.59100000000001","4-Apr",0.552,"Alternative"
"15307",23565,"Big K.R.I.T.","Believe",54,0.0452,0.828,166172,0.761,0,"C#",0.205,-2.212,"Major",0.159,"129.916","4-Apr",0.262,"Alternative"
"15337",91495,"Interpol","No I In Threesome",49,0.0136,0.5,231187,0.873,0.00472,"C",0.112,-5.321,"Major",0.0659,"120.08200000000001","4-Apr",0.177,"Alternative"
"15361",78782,"Starset","Dark On Me",39,0.0279,0.39,-1,0.582,0.000372,"C",0.136,-6.977,"Major",0.0416,"79.919","4-Apr",0.0918,"Alternative"
"15367",30289,"empty_field","Dayzed Inn Daydreams",48,0.033,0.442,292276,0.836,0.0018,"D",0.621,-2.366,"Major",0.0322,"140.00799999999998","4-Apr",0.627,"Alternative"
"15376",69469,"The Smashing Pumpkins","Silverfuck - Remastered",38,0.00366,0.294,522653,0.46,0.801,"D",0.0841,-11.808,"Major",0.0519,"126.71700000000001","4-Apr",0.0373,"Alternative"
"15377",81280,"Flying Lotus","Zodiac Shit",46,0.0229,0.346,164640,0.753,0.0641,"A#",0.3,-4.606,"Minor",0.273,"?","4-Apr",0.184,"Alternative"
"15383",38727,"Matthew West","Hello, My Name Is",54,0.000583,0.595,223427,0.894,1.24e-06,"B",0.326,-4.115,"Major",0.0323,"?","4-Apr",0.643,"Alternative"
"15395",50800,"Kiana Ledé","Fairplay - Remix",47,0.509,0.759,167973,0.489,0.000165,"F",0.105,-9.504,"Minor",0.3,"139.97799999999998","4-Apr",0.718,"Alternative"
"15396",52144,"Disturbed","Are You Ready",62,0.000107,0.392,261680,0.976,0,"G",0.271,-2.189,"Major",0.107,"199.888","4-Apr",0.521,"Alternative"
"15399",69934,"Alice In Chains","No Excuses",60,0.0206,0.527,255573,0.838,0.000662,"D#",0.07,-6.013,"Major",0.0323,"117.454","4-Apr",0.721,"Alternative"
"15400",75681,"Five Finger Death Punch","Hard To See",50,4.62e-06,0.513,209493,0.976,0.0003399999999999,"B",0.117,-3.117,"Major",0.17,"?","4-Apr",0.133,"Alternative"
"15409",86058,"Col3trane","We Good",45,0.359,0.644,134689,0.453,0.00483,"B",0.136,-9.547,"Minor",0.0367,"75.492","4-Apr",0.538,"Alternative"
"15424",80866,"A Perfect Circle","The Noose",52,0.0695,0.679,293173,0.409,0.262,"C#",0.079,-10.41,"Major",0.0313,"131.982","4-Apr",0.31,"Alternative"
"15431",54571,"Jhene Aiko","Lyin King",51,0.274,0.524,213040,0.464,0,"F#",0.125,-10.446,"Minor",0.142,"?","5-Apr",0.416,"Alternative"
"15433",56674,"Nine Inch Nails","We're In This Together",50,0.000317,0.555,436000,0.672,0.355,"C",0.0984,-7.337,"Major",0.0339,"100.09100000000001","4-Apr",0.171,"Alternative"
"15444",57352,"Coheed and Cambria","Welcome Home",60,0.00648,0.442,374973,0.951,1.12e-06,"B",0.0887,-5.27,"Major",0.11,"154.004","4-Apr",0.158,"Alternative"
"15451",23254,"Smino","LOW DOWN DERRTY BLUES",42,0.163,0.659,195620,0.558,0,"C#",0.484,-8.107,"Major",0.47,"129.064","4-Apr",0.501,"Alternative"
"15452",87415,"Casting Crowns","One Step Away",43,0.0676,0.632,217000,0.702,0,"B",0.227,-5.301,"Major",0.0289,"88.036","4-Apr",0.902,"Alternative"
"15477",85514,"Slum Village","Get Dis Money",45,0.142,0.881,211133,0.523,0,"B",0.0771,-4.87,"Minor",0.338,"96.506","4-Apr",0.75,"Alternative"
"15478",58751,"Seether","Breakdown",50,0.000495,0.415,209267,0.871,6.7e-05,"C#",0.0875,-3.524,"Major",0.04,"141.997","4-Apr",0.254,"Alternative"
"15486",26422,"HELLYEAH","Welcome Home",53,0.00045,0.452,272503,0.956,0,"G",0.233,-3.239,"Minor",0.0886,"100.223","3-Apr",0.183,"Alternative"
"15499",73078,"Flyleaf","There For You",41,0.0167,0.397,167893,0.606,0,"G",0.123,-5.312,"Major",0.0303,"160.018","3-Apr",0.237,"Alternative"
"15502",89964,"Young the Giant","Strings",45,0.107,0.413,250307,0.833,4.58e-06,"C",0.447,-7.982,"Major",0.0445,"?","4-Apr",0.402,"Alternative"
"15503",63844,"empty_field","Crushed",54,0.00228,0.404,276223,0.964,5.16e-06,"D",0.0888,-4.569,"Major",0.115,"?","4-Apr",0.24,"Alternative"
"15506",41883,"Brother Ali","Forest Whitiker",49,0.0446,0.771,180067,0.513,0,"A#",0.0664,-3.569,"Minor",0.221,"87.021","4-Apr",0.652,"Alternative"
"15508",76116,"Frank Ocean","Bad Religion",56,0.779,0.276,175453,0.358,2.5e-06,"A",0.0728,-7.684,"Major",0.0443,"81.977","4-Apr",0.13,"Alternative"
"15513",86219,"Young the Giant","In My Home",44,0.00153,0.358,219987,0.874,5.23e-05,"C",0.0653,-4.814,"Major",0.0408,"174.00900000000001","3-Apr",0.299,"Alternative"
"15528",56961,"Avenged Sevenfold","Dear God",61,0.00658,0.472,-1,0.772,5.65e-05,"F",0.132,-5.928,"Major",0.0316,"139.993","4-Apr",0.6,"Alternative"
"15532",77070,"Three Days Grace","Bitter Taste",50,0.0007639999999999,0.491,240773,0.91,1.43e-06,"F",0.326,-2.812,"Minor",0.0464,"78.06","4-Apr",0.345,"Alternative"
"15533",82704,"Interpol","If You Really Love Nothing",58,6.36e-06,0.427,265640,0.906,0.81,"A",0.169,-3.488,"Major",0.0472,"133.92600000000002","4-Apr",0.539,"Alternative"
"15549",32500,"Coheed and Cambria","Crossing The Frame",41,0.0138,0.572,206880,0.932,0,"C#",0.505,-5.13,"Major",0.113,"161.97299999999998","4-Apr",0.741,"Alternative"
"15552",53181,"Five Finger Death Punch","Coming Down",55,0.000619,0.31,241227,0.991,0,"C#",0.11,-2.927,"Minor",0.488,"76.372","4-Apr",0.187,"Alternative"
"15560",84117,"empty_field","Borderline (An Ode to Self Care)",46,0.152,0.69,182733,0.577,0.0016,"C",0.121,-9.497,"Major",0.0448,"92.985","4-Apr",0.472,"Alternative"
"15575",34578,"The Front Bottoms","Skeleton",44,0.0085,0.42,215107,0.931,0,"C",0.0991,-5.141,"Major",0.0679,"147.489","4-Apr",0.697,"Alternative"
"15602",21573,"Framing Hanley","Lollipop",57,0.000484,0.348,187907,0.893,6.36e-05,"C",0.281,-4.589,"Major",0.0662,"?","4-Apr",0.392,"Alternative"
"15608",42067,"Moose Blood","It's Too Much",43,1.32e-05,0.532,236560,0.598,2.29e-05,"G#",0.0729,-5.826,"Minor",0.0276,"92.03299999999999","4-Apr",0.133,"Alternative"
"15609",29341,"Young the Giant","Silvertongue",62,0.00975,0.673,-1,0.789,0,"C",0.752,-4.288,"Major",0.0408,"100.04299999999999","4-Apr",0.841,"Alternative"
"15612",44896,"Matt Maher","Your Love Defends Me",54,0.063,0.546,226867,0.486,0,"A",0.0892,-6.797,"Major",0.0255,"78.866","4-Apr",0.289,"Alternative"
"15617",90075,"Janelle Monáe","Pynk (feat. Grimes)",59,0.0375,0.672,240426,0.291,3.89e-06,"G#",0.0925,-7.843,"Major",0.0897,"100.961","4-Apr",0.417,"Alternative"
"15620",22384,"Emily King","Georgia",45,0.58,0.747,243533,0.224,0.000235,"C",0.235,-14.586,"Major",0.0649,"105.014","4-Apr",0.212,"Alternative"
"15623",85516,"McClenney","SOS",47,0.572,0.697,187242,0.251,0.00394,"C#",0.122,-13.628,"Minor",0.039,"?","4-Apr",0.555,"Alternative"
"15637",47094,"Breaking Benjamin","So Cold",54,0.00225,0.485,273040,0.776,0.000102,"C",0.124,-5.472,"Minor",0.0525,"?","4-Apr",0.26,"Alternative"
"15650",47977,"Strata","Piece By Piece",42,0.00294,0.499,216987,0.926,0,"F#",0.498,-2.69,"Major",0.0728,"155.10399999999998","4-Apr",0.711,"Alternative"
"15662",86921,"Oliver Tree","All I Got",61,0.12,0.667,218704,0.509,1.91e-06,"C#",0.269,-6.584,"Major",0.0348,"104.993","4-Apr",0.289,"Alternative"
"15666",42111,"Rise Against","Behind Closed Doors",46,0.000942,0.334,195120,0.976,5.1e-05,"A#",0.184,-3.471,"Minor",0.0987,"195.17700000000002","4-Apr",0.547,"Alternative"
"15681",89399,"Hayes Carll","The Love That We Need",50,0.708,0.369,248440,0.365,0.0343,"E",0.108,-9.869,"Major",0.0451,"181.019","4-Apr",0.222,"Alternative"
"15695",29855,"311","Stainless",45,0.0239,0.646,230320,0.855,9.51e-06,"F#",0.0616,-6.572,"Minor",0.0479,"127.985","4-Apr",0.526,"Alternative"
"15700",38335,"TobyMac","City On Our Knees",46,0.0809,0.507,266547,0.77,0,"C",0.214,-5.018,"Major",0.0424,"155.945","4-Apr",0.482,"Alternative"
"15713",79250,"grandson","Maria",53,0.0246,0.581,188571,0.505,0.000587,"C",0.324,-10.311,"Major",0.0553,"139.993","4-Apr",0.242,"Alternative"
"15724",46215,"Matt Redman","Gracefully Broken",48,0.302,0.322,350480,0.666,0,"A",0.0643,-5.527,"Major",0.0466,"175.60299999999998","4-Apr",0.156,"Alternative"
"15733",62933,"Queens of the Stone Age","In The Fade/Feel Good Hit Of The Summer (Reprise)",48,0.176,0.408,265347,0.664,0.0292,"C#",0.0954,-7.005,"Minor",0.0352,"166.393","4-Apr",0.447,"Alternative"
"15770",68238,"Coheed and Cambria","True Ugly",41,0.0002189999999999,0.459,326107,0.979,1.6e-05,"A",0.106,-4.042,"Minor",0.0855,"150.003","3-Apr",0.402,"Alternative"
"15797",39046,"Elliott Smith","Pitseleh",52,0.883,0.447,-1,0.208,0.153,"D",0.105,-18.663,"Major",0.0337,"105.669","3-Apr",0.511,"Alternative"
"15799",63891,"Bombay Bicycle Club","Shuffle",55,0.316,0.627,-1,0.959,0.00576,"G",0.112,-4.744,"Major",0.0298,"109.98100000000001","4-Apr",0.397,"Alternative"
"15844",43535,"Disturbed","Droppin' Plates",49,0.0002189999999999,0.576,228720,0.956,2.31e-06,"C#",0.106,-3.53,"Major",0.0498,"144.113","4-Apr",0.706,"Alternative"
"15847",65601,"anders","With or Without",48,0.123,0.663,202090,0.348,0,"A#",0.127,-12.04,"Minor",0.0471,"87.527","4-Apr",0.372,"Alternative"
"15851",77793,"Smino","Netflix & Dusse",53,0.445,0.703,259339,0.331,0,"G#",0.322,-9.72,"Major",0.514,"80.118","4-Apr",0.18,"Alternative"
"15860",63341,"Gorillaz","She's My Collar (feat. Kali Uchis)",55,0.00799,0.726,209560,0.815,0.081,"B",0.112,-5.886,"Major",0.0313,"140.158","4-Apr",0.462,"Alternative"
"15882",90129,"Passion","Step Into The Light - Live From Passion 2019",44,0.0513,0.315,348600,0.513,2.84e-05,"C",0.704,-9.971,"Major",0.0441,"143.741","4-Apr",0.135,"Alternative"
"15894",29202,"Queens of the Stone Age","No One Knows",63,0.0359,0.507,278707,0.588,0.000129,"C",0.373,-4.881,"Major",0.0641,"?","4-Apr",0.637,"Alternative"
"15901",68092,"AFI","Prelude 12/21",49,0.104,0.599,94467,0.657,0,"D#",0.121,-9.43,"Minor",0.128,"74.938","4-Apr",0.519,"Alternative"
"15902",73797,"Nickelback","Next Contestant",52,0.000416,0.557,214707,0.862,0.000316,"C",0.0577,-4.029,"Major",0.0637,"?","4-Apr",0.531,"Alternative"
"15907",84883,"Fuel","Shimmer - Single Version",55,0.00236,0.479,214107,0.795,0,"E",0.19,-6.408,"Minor",0.0421,"114.675","4-Apr",0.432,"Alternative"
"15912",82799,"Everclear","AM Radio",39,0.0636,0.622,236933,0.964,1.03e-05,"C#",0.235,-4.314,"Major",0.0832,"92.973","4-Apr",0.609,"Alternative"
"15922",80884,"Jazmine Sullivan","Lions, Tigers & Bears",47,0.0788,0.576,251200,0.515,0,"F#",0.118,-6.178,"Major",0.0295,"95.406","3-Apr",0.407,"Alternative"
"15928",84297,"BADBADNOTGOOD","Sour Soul",46,0.102,0.563,165983,0.684,0.00065,"D",0.283,-7.413,"Minor",0.253,"83.319","4-Apr",0.501,"Alternative"
"15934",31221,"Cemetery Sun","E.Y.T.Y.K.",43,0.243,0.529,224973,0.797,0,"E",0.0508,-4.529,"Major",0.0386,"?","4-Apr",0.436,"Alternative"
"15947",81269,"Lamb of God","Black Label",46,4.6e-05,0.297,292293,0.962,0.855,"D",0.329,-4.333,"Major",0.0775,"90.50299999999999","4-Apr",0.336,"Alternative"
"15950",66478,"The Avett Brothers","The Weight of Lies",47,0.713,0.591,269680,0.411,0,"A",0.115,-7.496,"Major",0.0299,"153.616","4-Apr",0.454,"Alternative"
"15952",23094,"AWOLNATION","Sail - Unlimited Gravity Remix",46,0.18,0.583,349538,0.47,0.207,"C#",0.142,-7.766,"Major",0.0648,"149.844","4-Apr",0.42,"Alternative"
"15969",38814,"Phillips, Craig & Dean","Revelation Song",43,0.0345,0.391,353280,0.719,0.000103,"B",0.112,-5.301,"Major",0.032,"?","4-Apr",0.13,"Alternative"
"15971",38757,"Chloe x Halle","thinkin bout me - from Grown-ish",46,0.194,0.621,199840,0.596,0.00185,"A#",0.093,-7.223,"Minor",0.0968,"157.941","4-Apr",0.628,"Alternative"
"15975",41679,"Disturbed","In Another Time",54,0.000112,0.419,251000,0.971,9.7e-06,"D",0.0585,-2.722,"Major",0.125,"179.99200000000002","4-Apr",0.565,"Alternative"
"16006",35173,"empty_field","Walk On the Ocean",49,0.236,0.395,178376,0.502,5.79e-06,"F#",0.332,-8.328,"Major",0.0309,"183.237","3-Apr",0.323,"Alternative"
"16021",52393,"empty_field","White Man",43,0.291,0.73,-1,0.359,0.000107,"F#",0.0936,-10.672,"Minor",0.532,"81.928","4-Apr",0.789,"Alternative"
"16024",58591,"Hiss Golden Messenger","Highland Grace",53,0.649,0.681,358440,0.319,5.7e-05,"D#",0.113,-9.927,"Major",0.0395,"121.78299999999999","4-Apr",0.21,"Alternative"
"16030",22347,"Steve Earle","Guitar Town",51,0.255,0.664,155267,0.49,0,"G",0.0734,-15.46,"Major",0.0357,"165.542","4-Apr",0.937,"Alternative"
"16043",56129,"Steve Lacy","C U Girl",63,0.663,0.414,129698,0.473,0.0523,"B",0.128,-8.911,"Minor",0.116,"100.0","4-Apr",0.409,"Alternative"
"16048",76664,"Beastie Boys","Pass The Mic - 2009 Digital Remaster",43,0.0692,0.622,256524,0.885,0,"G",0.211,-6.262,"Major",0.241,"168.142","4-Apr",0.558,"Alternative"
"16057",67735,"Linkin Park","Frgt/10 (feat. Chali 2NA)",38,0.0336,0.631,212293,0.736,0.0124,"G",0.3,-6.96,"Minor",0.0682,"95.09100000000001","4-Apr",0.645,"Alternative"
"16077",89345,"Two Door Cinema Club","Cigarettes In the Theatre",47,8.03e-05,0.454,-1,0.867,0.265,"C",0.115,-5.321,"Major",0.214,"168.97299999999998","4-Apr",0.67,"Alternative"
"16081",61353,"TWENTY88","On The Way",54,0.0808,0.584,203227,0.687,0,"C#",0.2,-7.176,"Minor",0.321,"129.90200000000002","4-Apr",0.324,"Alternative"
"16087",35008,"Oliver Tree","Hurt",71,0.0209,0.561,145558,0.782,0,"C",0.315,-5.863,"Major",0.04,"94.00399999999999","4-Apr",0.486,"Alternative"
"16101",81855,"6LACK","Learn Ya",56,0.509,0.416,215680,0.527,0.00312,"C",0.112,-8.692,"Minor",0.331,"81.57600000000001","4-Apr",0.202,"Alternative"
"16103",89350,"Odunsi (The Engine)","Tipsy (feat. RAYE)",54,0.239,0.746,-1,0.671,4.32e-06,"G#",0.327,-4.984,"Minor",0.055,"?","4-Apr",0.677,"Alternative"
"16140",75410,"Weezer","Stand By Me",51,0.0513,0.717,180920,0.708,0,"G#",0.0929,-4.575,"Major",0.0369,"119.13799999999999","4-Apr",0.758,"Alternative"
"16141",24772,"Pop Evil","Deal with the Devil",50,0.0002529999999999,0.611,-1,0.981,0.0155,"F#",0.0656,-3.503,"Major",0.0516,"115.97","4-Apr",0.522,"Alternative"
"16159",36331,"Robert DeLong","Favorite Color Is Blue",54,0.0925,0.593,214630,0.769,0,"F",0.13,-4.581,"Major",0.108,"?","4-Apr",0.35,"Alternative"
"16169",28077,"Brick + Mortar","Brighter Than the Sun",43,0.0702,0.463,-1,0.912,0.0153,"C#",0.136,-5.008,"Major",0.24,"165.07","4-Apr",0.346,"Alternative"
"16199",28357,"Bayside","Blame It On Bad Luck",42,0.000981,0.397,206333,0.703,0,"B",0.124,-6.244,"Minor",0.0519,"84.264","4-Apr",0.417,"Alternative"
"16201",61060,"Steve Lacy","Basement Jack",55,0.148,0.644,109819,0.931,0.0558,"G#",0.386,-5.343,"Minor",0.0687,"174.88099999999997","4-Apr",0.912,"Alternative"
